Pusat/Daerah,Provinsi,Tipe Instansi,Nama Instansi,Akun SPLP,Akun Nasional,Domain
Pemerintah Daerah,Jawa Timur,Kabupaten,Kabupaten Tulungagung,ada,diskominfo_tulungagung,tulungagung.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Batu,ada,diskominfo_batukota,batukota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Blitar,ada,diskominfo_blitarkota,blitarkota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Kediri,ada,diskominfo_kedirikota,kedirikota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Madiun,ada,diskominfo_madiunkota,madiunkota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Malang,ada,diskominfo_malangkota,malangkota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Mojokerto,ada,diskominfo_mojokertokota,mojokertokota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Pasuruan,ada,diskominfos_pasuruankota,pasuruankota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Probolinggo,ada,setda_probolinggokota,probolinggokota.go.id
Pemerintah Daerah,Jawa Timur,Kota,Kota Surabaya,ada,diskominfo_surabaya,surabaya.go.id
Pemerintah Daerah,Kalimantan Barat,Provinsi,Provinsi Kalimantan Barat,ada,diskominfo_kalbarprov,kalbarprov.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Bengkayang,,,
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Kapuas Hulu,ada,diskominfo_kapuashulukab,kapuashulukab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Kayong Utara,ada,diskominfo_kayongutarakab,kayongutarakab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Ketapang,ada,diskominfo_ketapangkab,ketapangkab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Kubu Raya,ada,diskominfo_kuburayakab,kuburayakab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Landak,ada,diskominfo_landakkab,landakkab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Melawi,,,
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Mempawah,ada,diskominfo_mempawahkab,mempawahkab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Sambas,ada,#REF!,#REF!
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Sanggau,,diskominfo_sambaskab,sambas.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Sekadau,ada,diskominfo_sekadaukab,sekadaukab.go.id
Pemerintah Daerah,Kalimantan Barat,Kabupaten,Kabupaten Sintang,ada,diskominfo_sintangkab,sintang.go.id
Pemerintah Daerah,Kalimantan Barat,Kota,Kota Pontianak,ada,diskominfo_pontianakkota,pontianak.go.id
Pemerintah Daerah,Kalimantan Barat,Kota,Kota Singkawang,ada,diskominfo_singkawangkota,singkawangkota.go.id
Pemerintah Daerah,Kalimantan Tengah,Provinsi,Provinsi Kalimantan Tengah,ada,diskominfo_kaltengprov,kalteng.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Barito Selatan,ada,diskominfo_baritoselatankab,baritoselatankab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Barito Timur,ada,diskominfo_baritotimurkab,baritotimurkab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Barito Utara,ada,diskominfo_baritoutarakab,baritoutarakab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Gunung Mas,ada,diskominfo_gunungmaskab,gunungmaskab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Kapuas,ada,diskominfo_kapuaskab,kapuaskab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Katingan,ada,diskominfosp_katingankab,katingankab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Kotawaringin Barat,ada,diskominfosp_kobarkab,kotawaringinbaratkab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Kotawaringin Timur,ada,diskominfo_kotimkab,kotimkab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Lamandau,ada,diskominfo_lamandaukab,lamandaukab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Murung Raya,ada,diskominfo_murungrayakab,murungrayakab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Pulang Pisau,,,
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Sukamara,ada,,
Pemerintah Daerah,Kalimantan Tengah,Kabupaten,Kabupaten Seruyan,ada,diskominfo_seruyankab,seruyankab.go.id
Pemerintah Daerah,Kalimantan Tengah,Kota,Kota Palangkaraya,ada,diskominfosp_palangkaraya,palangkaraya.go.id
Pemerintah Daerah,Kalimantan Selatan,Provinsi,Provinsi Kalimantan Selatan,ada,diskominfo_kalselprov,kalselprov.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Balangan,ada,diskominfo_balangankab,balangankab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Banjar,ada,diskominfosp_banjarkab,banjarkab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Barito Kuala,ada,diskominfo_baritokuala,baritokualakab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Hulu Sungai Selatan,ada,diskominfo_hulusskab,hulusungaiselatankab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Hulu Sungai Tengah,ada,diskominfo_hulustkab,hstkab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Hulu Sungai Utara,ada,diskominfo_hulusukab,hsu.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Kotabaru,ada,diskominfo_kotabarukab,kotabarukab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Tabalong,ada,diskominfo_tabalongkab,tabalongkab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Tanah Bumbu,ada,diskominfops_tanahbumbukab,tanahbumbukab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Tanah Laut,ada,diskominfo_tanahlautkab,tanahlautkab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kabupaten,Kabupaten Tapin,ada,diskominfo_tapinkab,tapinkab.go.id
Pemerintah Daerah,Kalimantan Selatan,Kota,Kota Banjarbaru,ada,diskominfo_banjarbarukota,banjarbarukota.go.id
Pemerintah Daerah,Kalimantan Selatan,Kota,Kota Banjarmasin,ada,diskominfos_banjarmasinkota,banjarmasinkota.go.id
Pemerintah Daerah,Kalimantan Timur,Provinsi,Provinsi Kalimantan Timur,ada,diskominfo_kaltimprov,kaltimprov.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Berau,ada,diskominfo_beraukab,beraukab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Kutai Barat,ada,diskominfo_kutaibaratkab,kutaibaratkab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Kutai Kartanegara,ada,diskominfo_kukarkab,kukarkab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Kutai Timur,ada,diskominfops_kutaitimurkab,kutaitimurkab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Paser,ada,diskominfosp_paserkab,paserkab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Penajam Paser Utara,ada,diskominfo_penajamkab,penajamkab.go.id
Pemerintah Daerah,Kalimantan Timur,Kabupaten,Kabupaten Mahakam Ulu,,,
Pemerintah Daerah,Kalimantan Timur,Kota,Kota Balikpapan,ada,diskominfo_balikpapankota,balikpapan.go.id
Pemerintah Daerah,Kalimantan Timur,Kota,Kota Bontang,ada,diskominfo_bontangkota,bontangkota.go.id
Pemerintah Daerah,Kalimantan Timur,Kota,Kota Samarinda,,,
Pemerintah Daerah,Kalimantan Utara,Provinsi,Provinsi Kalimantan Utara,ada,diskominfo_kaltaraprov,kaltaraprov.go.id
Pemerintah Daerah,Kalimantan Utara,Kabupaten,Kabupaten Bulungan,ada,diskominfo_bulungankab,bulungan.go.id
Pemerintah Daerah,Kalimantan Utara,Kabupaten,Kabupaten Malinau,,,
Pemerintah Daerah,Kalimantan Utara,Kabupaten,Kabupaten Nunukan,ada,diskominfos_nunukankab,nunukankab.go.id
Pemerintah Daerah,Kalimantan Utara,Kabupaten,Kabupaten Tana Tidung,ada,diskominfo_tanatidungkab,tanatidungkab.go.id
Pemerintah Daerah,Kalimantan Utara,Kota,Kota Tarakan,,,
Pemerintah Daerah,Sulawesi Selatan,Provinsi,Provinsi Sulawesi Selatan,ada,diskominfosp_sulselprov,sulselprov.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Bantaeng,ada,diskominfo_bantaengkab,bantaengkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Barru,,,
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Bone,,,
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Bulukumba,ada,diskominfo_bulukumbakab,bulukumbakab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Enrekang,ada,diskominfo_enrekangkab,enrekangkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Gowa,ada,diskominfosp_gowakab,gowakab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Jeneponto,ada,diskominfos_jenepontokab,jenepontokab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Kepulauan Selayar,ada,diskominfosp_kepulauanselayar,kepulauanselayarkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Luwu,ada,diskominfosp_luwukab,luwukab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Luwu Timur,ada,diskominfosp_luwutimurkab,luwutimurkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Luwu Utara,ada,diskominfosp_luwuutarakab,luwuutarakab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Maros,ada,diskominfosp_maroskab,maroskab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Pangkajene dan Kepulauan,ada,diskominfo_pangkepkab,pangkepkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Pinrang,ada,diskominfo_pinrangkab,pinrangkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Sidenreng Rappang,,,
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Sinjai,ada,diskominfo_sinjaikab,sinjaikab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Soppeng,ada,diskominfo_soppengkab,soppeng.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Takalar,,diskominfo_takalarkab,takalarkab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Tana Toraja,,,
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Toraja Utara,ada,diskominfosp_torajautarakab,torajautarakab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kabupaten,Kabupaten Wajo,ada,diskominfos_wajokab,wajokab.go.id
Pemerintah Daerah,Sulawesi Selatan,Kota,Kota Makassar,ada,diskominfo_makassarkota,makassarkota.go.id
Pemerintah Daerah,Sulawesi Selatan,Kota,Kota Palopo,ada,diskominfo_palopokota,palopokota.go.id
Pemerintah Daerah,Sulawesi Selatan,Kota,Kota Parepare,ada,diskominfo_pareparekota,pareparekota.go.id
Pemerintah Daerah,Sulawesi Barat,Provinsi,Provinsi Sulawesi Barat,ada,diskominfosp_sulbarprov,sulbarprov.go.id
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Majene,ada,diskominfosp_majenekab,majenekab.go.id
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Mamasa,,,
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Mamuju,,,
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Pasangkayu,ada,diskominfops_pasangkayukab,pasangkayukab.go.id
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Mamuju Tengah,ada,diskominfosp_mamujutengahkab,mamujutengahkab.go.id
Pemerintah Daerah,Sulawesi Barat,Kabupaten,Kabupaten Polewali Mandar,ada,diskominfosp_polmankab,polmankab.go.id
Pemerintah Daerah,Sulawesi Tenggara,Provinsi,Provinsi Sulawesi Tenggara,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Bombana,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Buton,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Buton Utara,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Kolaka,,diskominfo_kolakakab,kolakakab.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Kolaka Utara,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Konawe,ada,diskominfo_konawekab,konawekab.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Konawe Selatan,ada,diskominfo_konaweselatankab,konaweselatankab.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Konawe Utara,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Muna,ada,diskominfo_munakab,munakab.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Wakatobi,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Kolaka Timur,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Konawe Kepulauan,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Muna Barat,ada,diskominfo_munabarat,munabarat.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Buton Tengah,,,
Pemerintah Daerah,Sulawesi Tenggara,Kabupaten,Kabupaten Buton Selatan,,,
Pemerintah Daerah,Sulawesi Tenggara,Kota,Kota Bau-Bau,ada,diskominfo_baubaukota,baubaukota.go.id
Pemerintah Daerah,Sulawesi Tenggara,Kota,Kota Kendari,ada,diskominfo_kendarikota,kendarikota.go.id
Pemerintah Daerah,Sulawesi Tengah,Provinsi,Provinsi Sulawesi Tengah,ada,diskominfo_sultengprov,sultengprov.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Banggai,,,
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Banggai Kepulauan,ada,diskominfo_banggaikep,banggaikep.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Buol,ada,diskominfo_buolkab,buolkab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Donggala,,,
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Morowali,ada,diskominfo_morowalikab,morowalikab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Parigi Moutong,,,
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Poso,ada,diskominfosandi_posokab,posokab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Tojo Una-Una,ada,diskominfo_tojounauna,tojounauna.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Toli-Toli,ada,diskominfosantik_tolitolikab,tolitolikab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Sigi,ada,diskominfo_sigikab,sigikab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Banggai Laut,,,
Pemerintah Daerah,Sulawesi Tengah,Kabupaten,Kabupaten Morowali Utara,ada,diskominfo_morowaliutarakab,morowaliutarakab.go.id
Pemerintah Daerah,Sulawesi Tengah,Kota,Kota Palu,ada,diskominfo_palukota,palukota.go.id
Pemerintah Daerah,Gorontalo,Provinsi,Provinsi Gorontalo,ada,diskominfo_gorontaloprov,gorontaloprov.go.id
Pemerintah Daerah,Gorontalo,Kabupaten,Kabupaten Boalemo,ada,diskominfo_boalemokab,boalemokab.go.id
Pemerintah Daerah,Gorontalo,Kabupaten,Kabupaten Bone Bolango,ada,diskominfo_bonebolangokab,bonebolangokab.go.id
Pemerintah Daerah,Gorontalo,Kabupaten,Kabupaten Gorontalo,ada,diskominfo_gorontalokab,gorontalokab.go.id
Pemerintah Daerah,Gorontalo,Kabupaten,Kabupaten Gorontalo Utara,ada,diskominfo_gorutkab,gorutkab.go.id
Pemerintah Daerah,Gorontalo,Kabupaten,Kabupaten Pohuwato,ada,diskominfo_pohuwatokab,pohuwatokab.go.id
Pemerintah Daerah,Gorontalo,Kota,Kota Gorontalo,ada,diskominfo_gorontalokota,gorontalokota.go.id
Pemerintah Daerah,Sulawesi Utara,Provinsi,Provinsi Sulawesi Utara,ada,diskomsantik_sulutprov,sulutprov.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Bolaang Mongondow,ada,diskominfo_bolmongkab,bolmongkab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Bolaang Mongondow Selatan,ada,diskominfo_bolselkab,bolselkab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Bolaang Mongondow Timur,ada,diskominfo_boltimkab,boltimkab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Bolaang Mongondow Utara,ada,diskominfo_bolmutkab,bolmutkab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Kepulauan Sangihe,ada,diskominfo_sangihekab,sangihekab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Kepulauan Siau Tagulandang Biaro,,,
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Kepulauan Talaud,,,
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Minahasa,,,
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Minahasa Selatan,ada,diskominfo_minselkab,minselkab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Minahasa Tenggara,ada,diskominfo_mitrakab,mitrakab.go.id
Pemerintah Daerah,Sulawesi Utara,Kabupaten,Kabupaten Minahasa Utara,,,
Pemerintah Daerah,Sulawesi Utara,Kota,Kota Bitung,ada,diskominfo_bitungkota,bitungkota.go.id
Pemerintah Daerah,Sulawesi Utara,Kota,Kota Kotamobagu,ada,diskominfo_kotamobagu,kotamobagu.go.id
Pemerintah Daerah,Sulawesi Utara,Kota,Kota Manado,ada,diskominfo_manadokota,manadokota.go.id
Pemerintah Daerah,Sulawesi Utara,Kota,Kota Tomohon,ada,diskominfo_tomohon,tomohon.go.id
Pemerintah Daerah,Bali,Provinsi,Provinsi Bali,ada,diskominfos_baliprov,baliprov.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Badung,ada,diskominfo_badungkab,badungkab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Bangli,,,
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Buleleng,ada,diskominfops_bulelengkab,bulelengkab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Gianyar,ada,diskominfo_gianyarkab,gianyarkab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Jembrana,ada,diskominfo_jembranakab,jembranakab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Karangasem,ada,diskominfo_karangasemkab,karangasemkab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Klungkung,ada,diskominfo_klungkungkab,klungkungkab.go.id
Pemerintah Daerah,Bali,Kabupaten,Kabupaten Tabanan,ada,diskominfo_tabanankab,tabanankab.go.id
Pemerintah Daerah,Bali,Kota,Kota Denpasar,ada,diskominfo_denpasarkota,denpasarkota.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Provinsi,Provinsi Nusa Tenggara Barat,ada,diskominfotik_ntbprov,ntbprov.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Bima,,,
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Dompu,ada,diskominfo_dompukab,dompukab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Lombok Barat,ada,diskominfo_lombokbaratkab,lombokbaratkab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Lombok Tengah,ada,diskominfo_lomboktengahkab,lomboktengahkab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Lombok Timur,ada,diskominfos_lomboktimurkab,lomboktimurkab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Lombok Utara,ada,diskominfo_lombokutarakab,lombokutarakab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Sumbawa,ada,diskominfosp_sumbawakab,sumbawakab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kabupaten,Kabupaten Sumbawa Barat,ada,diskominfo_sumbawabaratkab,sumbawabaratkab.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kota,Kota Bima,ada,diskominfotik_bimakota,bimakota.go.id
Pemerintah Daerah,Nusa Tenggara Barat,Kota,Kota Mataram,ada,diskominfo_mataramkota,mataramkota.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Provinsi,Provinsi Nusa Tenggara Timur,ada,diskominfo_nttprov,nttprov.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Alor,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Belu,ada,diskominfo_belukab,belukab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Ende,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Flores Timur,ada,diskominfo_florestimurkab,florestimurkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Kupang,ada,diskominfo_kupangkab,kupangkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Lembata,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Manggarai,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Manggarai Barat,ada,diskominfo_manggaraibaratkab,manggaraibaratkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Manggarai Timur,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Ngada,ada,diskominfo_ngadakab,ngadakab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Nagekeo,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Rote Ndao,ada,diskominfo_rotendaokab,rotendaokab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sabu Raijua,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sikka,ada,diskominfo_sikkakab,sikkakab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sumba Barat,ada,diskominfops_sumbabaratkab,sumbabaratkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sumba Barat Daya,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sumba Tengah,ada,diskominfo_sumbatengahkab,sumbatengahkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Sumba Timur,ada,diskominfo_sumbatimurkab,sumbatimurkab.go.id
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Timor Tengah Selatan,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Timor Tengah Utara,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kabupaten,Kabupaten Malaka,,,
Pemerintah Daerah,Nusa Tenggara Timur,Kota,Kota Kupang,ada,diskominfo_kupangkota,kupangkota.go.id
Pemerintah Daerah,Maluku,Provinsi,Provinsi Maluku,ada,diskominfo_malukuprov,malukuprov.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Buru,ada,diskominfo_burukab,burukab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Buru Selatan,ada,diskominfo_burselkab,burselkab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Kepulauan Aru,ada,diskominfo_kepulauanarukab,kepulauanarukab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Maluku Barat Daya,ada,diskominfo_malukubaratdayakab,malukubaratdayakab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Maluku Tengah,ada,diskominfo_maltengkab,maltengkab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Maluku Tenggara,,,
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Maluku Tenggara Barat,,,
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Seram Bagian Barat,ada,diskominfo_sbbkab,sbbkab.go.id
Pemerintah Daerah,Maluku,Kabupaten,Kabupaten Seram Bagian Timur,ada,diskominfo_serambagiantimurkab,serambagiantimurkab.go.id
Pemerintah Daerah,Maluku,Kota,Kota Ambon,ada,diskominfop_ambonkota,ambon.go.id
Pemerintah Daerah,Maluku,Kota,Kota Tual,ada,diskominfo_tualkota,tualkota.go.id
Pemerintah Daerah,Maluku Utara,Provinsi,Provinsi Maluku Utara,ada,diskominfosan_malutprov,malutprov.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Halmahera Barat,ada,diskominfo_halbarkab,halbarkab.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Halmahera Tengah,ada,diskominfosandi_haltengkab,haltengkab.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Halmahera Utara,ada,diskominfo_halmaherautarakab,halmaherautarakab.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Halmahera Selatan,ada,diskominfosp_halmaheraselatan,halmaheraselatankab.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Kepulauan Sula,,,
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Halmahera Timur,,,
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Pulau Morotai,ada,diskominfo_pulaumorotaikab,pulaumorotaikab.go.id
Pemerintah Daerah,Maluku Utara,Kabupaten,Kabupaten Pulau Taliabu,,,
Pemerintah Daerah,Maluku Utara,Kota,Kota Ternate,ada,diskominfo_ternatekota,ternatekota.go.id
Pemerintah Daerah,Maluku Utara,Kota,Kota Tidore Kepulauan,ada,diskominfops_tidorekota,tidorekota.go.id
Pemerintah Daerah,Papua Barat,Provinsi,Provinsi Papua Barat,,,
Pemerintah Daerah,Papua Barat,Kabupaten,Kabupaten Fakfak,,,
